sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux
2762,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,21.5,5228.0
2763,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,21.3,4985.0
2764,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,21.2,4787.0
2765,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,21.0,4620.0
2766,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,20.8,4468.0
2767,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,20.7,4347.0
2768,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,20.5,4301.0
2769,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,20.3,4331.0
2770,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,20.2,4392.0
2771,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,20.0,4483.0
2772,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,19.9,4605.0
2773,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,19.7,4666.0
2774,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,19.5,4787.0
2775,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,19.4,5000.0
2776,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,19.2,5289.0
2777,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,19.0,5471.0
2778,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,18.9,5441.0
2779,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,18.7,5228.0
2780,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,18.5,5121.0
2781,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,18.4,5167.0
2782,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,18.2,5273.0
2783,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,18.0,5273.0
2784,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,17.9,5152.0
2785,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,17.7,5000.0
2786,2016-09-18,17,巴黎,雨,1.0,0.91,14.7,1.2,17.5,4848.0
2787,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,17.4,4787.0
2788,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,17.2,4757.0
2789,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,17.0,4711.0
2790,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,16.9,4635.0
2791,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,16.7,4498.0
2792,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,16.5,4422.0
2793,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,16.4,4346.0
2794,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,16.2,4301.0
2795,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,16.0,4361.0
2796,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,15.9,4392.0
2797,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,15.7,4437.0
2798,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,15.5,4559.0
2799,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,15.4,4513.0
2800,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,15.2,4483.0
2801,2016-09-18,18,巴黎,雨,1.0,0.91,14.7,1.2,15.0,4346.0
2802,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.0,20900.0
2803,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.1,21080.0
2804,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.3,21540.0
2805,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.5,21890.0
2806,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.6,22160.0
2807,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.8,22600.0
2808,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.0,22950.0
2809,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.1,23330.0
2810,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.3,23470.0
2811,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.4,23860.0
2812,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.6,24320.0
2813,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.8,24550.0
2814,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.9,24830.0
2815,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.1,25240.0
2816,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.2,25430.0
2817,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.4,25760.0
2818,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.6,26080.0
2819,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.7,26290.0
2820,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.9,26610.0
2821,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,18.0,27050.0
2822,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,18.2,27370.0
2823,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.4,27540.0
2824,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.5,27780.0
2825,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.7,28160.0
2826,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.8,28460.0
2827,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.0,28680.0
2828,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.1,28840.0
2829,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.3,29190.0
2830,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.5,29310.0
2831,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.6,29650.0
2832,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.8,29980.0
2833,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.9,30100.0
2834,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.1,30440.0
2835,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.2,30790.0
2836,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.4,31120.0
2837,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.6,31590.0
2838,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.7,31960.0
2839,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.9,32170.0
2840,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.0,32440.0
2841,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.2,32760.0
2842,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.3,33140.0
2843,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.5,33370.0
2844,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.6,33550.0
2845,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.8,34020.0
2846,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.9,34390.0
2847,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.1,34650.0
2848,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.2,34750.0
2849,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.4,35120.0
2850,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.5,35270.0
2851,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.7,35650.0
2852,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.8,36000.0
2853,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.0,36170.0
2854,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.1,36470.0
2855,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.3,36800.0
2856,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.4,37060.0
2857,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.6,37320.0
2858,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.7,37620.0
2859,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.9,38020.0
2860,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.0,38290.0
2861,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.2,38610.0
2862,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.3,38930.0
2863,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.5,39170.0
2864,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.6,39520.0
2865,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.8,39810.0
2866,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.9,40100.0
2867,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.1,40240.0
2868,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.2,40530.0
2869,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.3,40910.0
2870,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.5,41210.0
2871,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.6,41390.0
2872,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.8,41730.0
2873,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.9,41970.0
2874,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.1,42290.0
2875,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.2,42550.0
2876,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.3,42990.0
2877,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.5,43160.0
2878,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.6,43460.0
2879,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.8,43730.0
2880,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.9,43900.0
2881,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,27.0,44220.0
2882,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,27.2,44480.0
2883,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,27.3,44770.0
2884,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.5,44990.0
2885,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.6,45240.0
2886,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.7,45530.0
2887,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.9,45740.0
2888,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.0,45980.0
2889,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.2,46320.0
2890,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.3,46420.0
2891,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.4,46590.0
2892,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.6,46980.0
2893,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.7,47140.0
2894,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.8,47230.0
2895,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.0,47650.0
2896,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.1,48060.0
2897,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.2,48220.0
2898,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.4,48440.0
2899,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.5,48720.0
2900,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.6,49020.0
2901,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.7,49230.0
2902,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.9,49390.0
2903,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.0,49690.0
2904,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.1,49870.0
2905,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.3,50270.0
2906,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.4,50650.0
2907,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.5,50970.0
2908,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.6,51270.0
2909,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.8,51420.0
2910,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.9,51630.0
2911,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,31.0,51760.0
2912,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,31.2,52110.0
2913,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.3,52380.0
2914,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.4,52620.0
2915,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.5,52790.0
2916,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.6,53000.0
2917,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.8,53230.0
2918,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.9,53560.0
2919,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.0,53790.0
2920,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.1,53970.0
2921,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.2,54220.0
2922,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.4,54580.0
2923,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.5,54730.0
2924,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.6,54730.0
2925,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.7,54980.0
2926,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.8,55130.0
2927,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.0,55130.0
2928,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.1,55460.0
2929,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.2,55580.0
2930,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.3,56130.0
2931,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.4,56190.0
2932,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.5,56450.0
2933,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.6,56740.0
2934,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.8,56800.0
2935,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.9,57170.0
2936,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.0,57200.0
2937,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.1,57450.0
2938,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.2,57640.0
2939,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.3,57960.0
2940,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.4,58050.0
2941,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.5,58300.0
2942,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.6,58350.0
2943,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,34.7,58670.0
2944,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,34.8,58880.0
2945,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,34.9,59050.0
2946,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.1,59310.0
2947,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.2,59410.0
2948,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.3,59730.0
2949,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.4,59810.0
2950,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.5,60040.0
2951,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.6,60140.0
2952,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.7,60430.0
2953,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.8,60570.0
2954,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.9,60570.0
2955,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.0,60930.0
2956,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.1,61090.0
2957,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.2,61240.0
2958,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.2,61420.0
2959,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.3,61770.0
2960,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.4,61750.0
2961,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.5,62030.0
2962,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.6,62150.0
2963,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.7,62150.0
2964,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.8,62640.0
2965,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.9,62680.0
2966,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.0,62730.0
2967,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.1,63090.0
2968,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.2,63120.0
2969,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.3,63170.0
2970,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.3,63510.0
2971,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.4,63580.0
2972,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.5,63610.0
2973,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.6,63780.0
2974,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.7,63890.0
2975,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.8,63800.0
2976,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.8,64270.0
2977,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.9,64340.0
2978,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.0,64450.0
2979,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.1,64680.0
2980,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.2,64630.0
2981,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.2,64750.0
2982,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.3,65300.0
2983,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.4,65020.0
2984,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.5,65130.0
2985,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.6,65200.0
2986,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.6,65520.0
2987,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.7,65950.0
2988,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.8,65820.0
2989,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.8,66160.0
2990,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.9,66050.0
2991,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.0,66140.0
2992,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.1,66370.0
2993,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.1,66810.0
2994,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.2,66730.0
2995,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.3,67050.0
2996,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.3,66900.0
2997,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.4,67020.0
2998,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.4,67040.0
2999,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.5,67110.0
3000,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.6,67170.0
3001,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.6,67490.0
3002,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.7,67460.0
3003,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.8,67450.0
3004,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,39.8,67640.0
3005,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,39.9,67730.0
3006,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,39.9,67840.0
3007,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.0,68020.0
3008,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.0,68080.0
3009,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.1,68270.0
3010,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.1,68310.0
3011,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.2,68330.0
3012,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.2,68370.0
3013,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.3,68540.0
3014,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.3,68480.0
3015,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.4,68660.0
3016,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.4,68770.0
3017,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.5,68780.0
3018,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.5,68920.0
3019,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.6,69150.0
3020,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.6,69120.0
3021,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.7,69190.0
3022,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.7,69420.0
3023,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.7,69540.0
3024,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.8,69530.0
3025,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.8,69590.0
3026,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.9,69570.0
3027,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.9,69660.0
3028,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,40.9,69690.0
3029,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,41.0,69590.0
3030,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,41.0,69770.0
3031,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,41.0,69880.0
3032,2016-09-29,12,巴黎,晴,0.1,0.51,24.1,0.0,41.1,69970.0
3033,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.1,70000.0
3034,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.1,69810.0
3035,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.2,69830.0
3036,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.2,70100.0
3037,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.2,70200.0
3038,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.2,70100.0
3039,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.3,70100.0
3040,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.3,70100.0
3041,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.3,70100.0
3042,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.3,70100.0
3043,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.4,70300.0
3044,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.4,70200.0
3045,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.4,70300.0
3046,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.4,70200.0
3047,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.4,70300.0
3048,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.4,70300.0
3049,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70500.0
3050,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70600.0
3051,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70700.0
3052,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70600.0
3053,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70700.0
3054,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70800.0
3055,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70800.0
3056,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70700.0
3057,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70600.0
3058,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.5,70600.0
3059,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.6,70600.0
3060,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.6,70500.0
3061,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.6,70400.0
3062,2016-09-29,13,巴黎,晴,0.1,0.51,24.1,0.0,41.6,70400.0
3063,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.6,70500.0
3064,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.6,70700.0
3065,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.6,70700.0
3066,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.6,70700.0
3067,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.6,70700.0
3068,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.5,70600.0
3069,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.5,70700.0
3070,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.5,70700.0
3071,2016-09-29,13,巴黎,晴,0.09,0.46,25.2,0.0,41.5,70700.0
