sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux
774,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.4,71200.0
775,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.5,71200.0
776,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.5,71200.0
777,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.5,71500.0
778,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.5,71400.0
779,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.6,71300.0
780,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.6,71300.0
781,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.6,71000.0
782,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.7,71600.0
783,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.7,71600.0
784,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.7,71800.0
785,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.7,71500.0
786,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.8,71800.0
787,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.8,72000.0
788,2016-03-19,12,巴黎,晴,0.0,0.68,10.2,0.0,43.8,72200.0
789,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72300.0
790,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72200.0
791,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72600.0
792,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72400.0
793,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72400.0
794,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72200.0
795,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72200.0
796,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72500.0
797,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72900.0
798,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72700.0
799,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72800.0
800,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,73000.0
801,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,72700.0
802,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,72600.0
803,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,72300.0
804,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71800.0
805,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71800.0
806,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71700.0
807,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71600.0
808,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71600.0
809,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71700.0
810,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71800.0
811,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71600.0
812,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,44.0,71700.0
813,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,71700.0
814,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,71900.0
815,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,71900.0
816,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72000.0
817,2016-03-19,12,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72100.0
818,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.9,72000.0
819,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.9,71800.0
820,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.9,71900.0
821,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.9,71800.0
822,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72000.0
823,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72100.0
824,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72100.0
825,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72100.0
826,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.8,72100.0
827,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.7,72100.0
828,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.7,71700.0
829,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.7,71700.0
830,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.7,71800.0
831,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.6,71600.0
832,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.6,71600.0
833,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.6,71500.0
834,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.6,71300.0
835,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.5,71300.0
836,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.5,71500.0
837,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.5,71200.0
838,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.4,71000.0
839,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.4,71100.0
840,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.4,70800.0
841,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.3,71000.0
842,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.3,70800.0
843,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.3,70900.0
844,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.2,70800.0
845,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.2,71000.0
846,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.1,71000.0
847,2016-03-19,13,巴黎,晴,0.0,0.63,11.7,0.0,43.1,71000.0
848,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,43.1,70400.0
849,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,43.0,69770.0
850,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,43.0,69940.0
851,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.9,70100.0
852,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.9,70200.0
853,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.8,70100.0
854,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.8,69830.0
855,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.7,68920.0
856,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.7,68750.0
857,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.6,68930.0
858,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.6,69020.0
859,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.5,69340.0
860,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.5,69260.0
861,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.4,68980.0
862,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.4,68730.0
863,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.3,68610.0
864,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.2,68490.0
865,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.2,69460.0
866,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.1,69240.0
867,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.1,68760.0
868,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,42.0,68380.0
869,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.9,68510.0
870,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.9,68480.0
871,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.8,67840.0
872,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.7,67510.0
873,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.7,67570.0
874,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.6,67470.0
875,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.5,67870.0
876,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.5,67690.0
877,2016-03-19,13,巴黎,晴,0.0,0.59,13.0,0.0,41.4,67970.0
878,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,41.3,67910.0
879,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,41.3,67780.0
880,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,41.2,67410.0
881,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,41.1,66800.0
882,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,41.0,66910.0
883,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,41.0,66820.0
884,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.9,66820.0
885,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.8,66380.0
886,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.7,66070.0
887,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.6,66220.0
888,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.6,66160.0
889,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.5,65540.0
890,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.4,65270.0
891,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.3,65280.0
892,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.2,65130.0
893,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.2,65070.0
894,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.1,64200.0
895,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,40.0,64030.0
896,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.9,64160.0
897,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.8,63820.0
898,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.7,63370.0
899,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.6,63400.0
900,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.5,63340.0
901,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.5,63350.0
902,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.4,63120.0
903,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.3,62850.0
904,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.2,62650.0
905,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.1,62880.0
906,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,39.0,62820.0
907,2016-03-19,14,巴黎,晴,0.0,0.59,13.0,0.0,38.9,62500.0
908,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,15.1,14510.0
909,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,15.2,13660.0
910,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,15.4,12860.0
911,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,15.6,12190.0
912,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,15.7,11640.0
913,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,15.9,11200.0
914,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,16.1,10800.0
915,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,16.2,10550.0
916,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,16.4,10500.0
917,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,16.6,10620.0
918,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,16.7,10860.0
919,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,16.9,11200.0
920,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,17.1,11640.0
921,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,17.2,12080.0
922,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,17.4,12400.0
923,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,17.6,12580.0
924,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,17.8,12780.0
925,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,17.9,13050.0
926,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,18.1,13480.0
927,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,18.3,13810.0
928,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,18.4,14040.0
929,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,18.6,14150.0
930,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,18.8,14330.0
931,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,18.9,14560.0
932,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,19.1,14630.0
933,2016-06-02,7,巴黎,阴,0.99,0.92,13.5,0.0,19.3,14630.0
934,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,19.4,14310.0
935,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,19.6,13810.0
936,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,19.8,12990.0
937,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,20.0,12320.0
938,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,20.1,11880.0
939,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,20.3,11470.0
940,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,20.5,11000.0
941,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,20.6,10480.0
942,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,20.8,9830.0
943,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,21.0,9100.0
944,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,21.2,8370.0
945,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,21.3,7600.0
946,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,21.5,6823.0
947,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,21.7,6124.0
948,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,21.8,5637.0
949,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,22.0,5273.0
950,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,22.2,5030.0
951,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,22.4,4999.0
952,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,22.5,5197.0
953,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,22.7,5562.0
954,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,22.9,6002.0
955,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,23.0,6428.0
956,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,23.2,6716.0
957,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,23.4,6959.0
958,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,23.6,7140.0
959,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,23.7,7340.0
960,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,23.9,7490.0
961,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,24.1,7580.0
962,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,24.2,7730.0
963,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,24.4,7890.0
964,2016-06-02,8,巴黎,阴,0.99,0.92,13.5,0.0,24.6,8190.0
965,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,24.8,8600.0
966,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,24.9,9040.0
967,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,25.1,9360.0
968,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,25.3,9450.0
969,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,25.5,9240.0
970,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,25.6,8860.0
971,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,25.8,8330.0
972,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,26.0,7640.0
973,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,26.1,6914.0
974,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,26.3,6124.0
975,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,26.5,5334.0
976,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,26.7,4771.0
977,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,26.8,4422.0
978,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,27.0,4224.0
979,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,27.2,4133.0
980,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,27.4,4088.0
981,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,27.5,4088.0
982,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,27.7,4088.0
983,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,27.9,4194.0
984,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,28.1,4361.0
985,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,28.2,4543.0
986,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,28.4,4665.0
987,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,28.6,4680.0
988,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,28.8,4604.0
989,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,28.9,4528.0
990,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,29.1,4483.0
991,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,29.3,4467.0
992,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,29.5,4559.0
993,2016-06-02,8,巴黎,阴,1.0,0.88,14.5,0.1,29.6,4878.0
994,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,29.8,5425.0
995,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,30.0,6048.0
996,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,30.1,6488.0
997,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,30.3,6914.0
998,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,30.5,7280.0
999,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,30.7,7460.0
1000,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,30.8,7450.0
1001,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,31.0,7400.0
1002,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,31.2,7280.0
1003,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,31.4,7320.0
1004,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,31.5,7520.0
1005,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,31.7,7870.0
1006,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,31.9,8300.0
1007,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,32.1,8720.0
1008,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,32.2,9100.0
1009,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,32.4,9470.0
1010,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,32.6,9890.0
1011,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,32.8,10260.0
1012,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,32.9,10520.0
1013,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,33.1,10710.0
1014,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,33.3,10880.0
1015,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,33.5,10990.0
1016,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,33.6,11030.0
1017,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,33.8,10860.0
1018,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,34.0,10550.0
1019,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,34.2,10390.0
1020,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,34.3,10710.0
1021,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,34.5,11320.0
1022,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,34.7,11960.0
1023,2016-06-02,9,巴黎,阴,1.0,0.88,14.5,0.1,34.8,12540.0
1024,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,35.0,13010.0
1025,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,35.2,13390.0
1026,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,35.4,13660.0
1027,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,35.5,13800.0
1028,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,35.7,13920.0
1029,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,35.9,13930.0
1030,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,36.1,13920.0
1031,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,36.2,14030.0
1032,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,36.4,14300.0
1033,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,36.6,14650.0
1034,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,36.8,14880.0
1035,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,36.9,14880.0
1036,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,37.1,14620.0
1037,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,37.3,14190.0
1038,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,37.5,13460.0
1039,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,37.6,12450.0
1040,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,37.8,11310.0
1041,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,38.0,10320.0
1042,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,38.1,9620.0
1043,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,38.3,9210.0
1044,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,38.5,9040.0
1045,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,38.7,9040.0
1046,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,38.8,9070.0
1047,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,39.0,9010.0
1048,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,39.2,8920.0
1049,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,39.4,9000.0
1050,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,39.5,9160.0
1051,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,39.7,9500.0
1052,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,39.9,9830.0
1053,2016-06-02,9,巴黎,雨,1.0,0.89,14.7,0.7,40.0,10060.0
1054,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,40.2,10140.0
1055,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,40.4,10100.0
1056,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,40.6,10040.0
1057,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,40.7,10010.0
1058,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,40.9,10070.0
1059,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,41.1,10260.0
1060,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,41.3,10380.0
1061,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,41.4,10380.0
1062,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,41.6,10420.0
1063,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,41.8,10560.0
1064,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,41.9,10710.0
1065,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,42.1,10770.0
1066,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,42.3,10790.0
1067,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,42.4,10730.0
1068,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,42.6,10650.0
1069,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,42.8,10550.0
1070,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,43.0,10470.0
1071,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,43.1,10440.0
1072,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,43.3,10390.0
1073,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,43.5,10320.0
1074,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,43.6,10180.0
1075,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,43.8,10010.0
1076,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,44.0,9830.0
1077,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,44.1,9620.0
1078,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,44.3,9470.0
1079,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,44.5,9350.0
1080,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,44.7,9310.0
1081,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,44.8,9350.0
1082,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,45.0,9410.0
1083,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,45.2,9510.0
1084,2016-06-02,10,巴黎,雨,1.0,0.89,14.7,0.7,45.3,9680.0
1085,2016-06-02,10,巴黎,雨,1.0,0.9,14.9,1.3,45.5,9910.0
1086,2016-06-02,10,巴黎,雨,1.0,0.9,14.9,1.3,45.7,10230.0
1087,2016-06-02,10,巴黎,雨,1.0,0.9,14.9,1.3,45.8,10550.0
1088,2016-06-02,10,巴黎,雨,1.0,0.9,14.9,1.3,46.0,10820.0
